address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
4joxi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zrkbm.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
cwtuu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
tktf2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
21wwy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nrkxc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3bigw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
sytuw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
sbefw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fsxxg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zo2bo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
jehclarity23,ZFT League of Martians,Community Patch,,,,,,,0.00
5bqx2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.gqfi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yk5wq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.5zxg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
omavw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
qfwus.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
tb5uy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nhawu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ywzh.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
heyfo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mi1xg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mx.g2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nbtfq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
k5vgo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nemew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yadxi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
q.ng2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
vsobi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hxtew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1juww.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
qabei.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
undisclosed1,ZFT League of Martians,Community Patch,,,,,,,0.00
npcw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
cgbhi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3k2gm.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
sp32jpzftlom,ZFT League of Martians,Community Patch,,,,,,,0.00
5vse2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
2x3rm.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
widx.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1nbfc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
feahe.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
z4gxs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
grveo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
bpdti.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
leahreyescm1,ZFT League of Martians,Community Patch,,,,,,,0.00
caahq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ttngy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
u4teo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
oogfw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mskgs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
oq3ew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
wgkfw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
11agaglrmg51,ZFT League of Martians,Community Patch,,,,,,,0.00
cbjfs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
lj.fa.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
kduui.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
u3ufu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
w5dgk.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
r53w2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
1ntus.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
joshwaxanchr,ZFT League of Martians,Community Patch,,,,,,,0.00
euqws.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
l55ui.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
pvnus.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
..ox.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
gq3vw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zftmboenigma,ZFT League of Martians,Community Patch,,,,,,,0.00
michaeldpwax,ZFT League of Martians,Community Patch,,,,,,,0.00
dp4wy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yagw2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
bs3h2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nggxa.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
vfhxc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zf.xc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mmxxg.wam,Guardians of Mars,Community Patch,,,,,,,0.00
neszeusm1112,ZFT League of Martians,Community Patch,,,,,,,0.00
tz1ro.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
nftpatataswx,ZFT League of Martians,Community Patch,,,,,,,0.00
le1ho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
patrick2zonn,ZFT League of Martians,Community Patch,,,,,,,0.00
xrsha.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
arduy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.bsvy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
btgxa.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
n2sh4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
kt1wy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
idbwk.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
yp2ho.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
5ppha.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
oovwy.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
2t5g2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
lu1v.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
d21d4.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hohv.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ppwgw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fexwq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
3f2xc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
.cauu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
venhs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
tkuu2.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
ggahw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
mzleg.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zftlomcolony,ZFT League of Martians,Community Patch,,,,,,,0.00
