address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
zy2wo.wam,Male Scientist,Two,,,,,1,,465.00
zy2wo.wam,Female Scientist,Two,,,,,1,,465.00
zy2wo.wam,Ice Mining Rig,One,,,,,1,,465.00
zy2wo.wam,Female Engineer,Two,,,,,1,,465.00
zy2wo.wam,Inflatable Sleeping Pod,Two,,,,,1,,465.00
zy2wo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zy2wo.wam,Cargo Rocketship,One,,,,1,2,,1074.00
zy2wo.wam,Solar Panel Array,One,,,,1,1,,609.00
zy2wo.wam,Crew Rocketship,Two,,,,,1,,465.00
zy2wo.wam,Rover,One,,,,,1,,465.00
zy2wo.wam,Fission Reactor,One,,,,,1,,465.00
zy2wo.wam,Fuel Plant,One,,,,1,3,,1539.00
zy2wo.wam,Scouting Drone,One,,,,,1,,465.00
zy2wo.wam,3D Printing Robot,Two,,,,,1,,465.00
zy2wo.wam,Male Engineer,Two,,,,,1,,465.00
zy2wo.wam,Inflatable Laboratory,Two,,,,,1,,465.00
zy2wo.wam,Inflatable Greenhouse,Two,,,,1,1,,609.00
hmxge.wam,Inflatable Sleeping Pod,Two,,,1,,,,34.00
hmxge.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hmxge.wam,Cargo Rocketship,One,,,,,1,,465.00
hmxge.wam,Fuel Plant,One,,,,,1,,465.00
z3mic.wam,Scouting Drone,One,3,,1,,,,37.00
z3mic.wam,Fission Reactor,One,4,2,,1,,,161.00
z3mic.wam,Ice Mining Rig,One,4,,,,,,4.00
z3mic.wam,Cargo Rocketship,One,,4,,,1,,491.00
z3mic.wam,Solar Panel Array,One,,3,,,,,19.50
z3mic.wam,Fuel Plant,One,3,,1,,1,,502.00
z3mic.wam,Rover,One,1,3,,,,,20.50
entvs.wam,Fuel Plant,One,4,1,1,,3,,1439.50
entvs.wam,Inflatable Sleeping Pod,Two,,1,,,1,,471.50
entvs.wam,Male Engineer,Two,,,1,,1,,499.00
entvs.wam,Fission Reactor,One,4,1,,,1,,475.50
entvs.wam,Solar Panel Array,One,,4,1,,3,,1455.00
entvs.wam,Ice Mining Rig,One,3,1,2,,1,,542.50
entvs.wam,Rover,One,1,2,1,,2,,978.00
entvs.wam,Female Engineer,Two,2,,,,1,,467.00
entvs.wam,Female Scientist,Two,1,1,,,1,,472.50
entvs.wam,Male Scientist,Two,3,,,,1,,468.00
entvs.wam,Cargo Rocketship,One,,,2,,3,,1463.00
entvs.wam,Inflatable Laboratory,Two,2,,,1,1,,611.00
entvs.wam,Inflatable Greenhouse,Two,2,1,,1,1,,617.50
entvs.wam,3D Printing Robot,Two,,1,,1,1,,615.50
entvs.wam,Scouting Drone,One,3,1,,,1,,474.50
entvs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
entvs.wam,Crew Rocketship,Two,1,,,,1,,466.00
b12wk.wam,Female Engineer,Two,,,,,1,,465.00
b12wk.wam,Fission Reactor,One,,,,,1,,465.00
b12wk.wam,Ice Mining Rig,One,,,,,1,,465.00
b12wk.wam,3D Printing Robot,Two,,,,,1,,465.00
b12wk.wam,Inflatable Laboratory,Two,,,,,1,,465.00
b12wk.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
b12wk.wam,Inflatable Sleeping Pod,Two,,,,,1,,465.00
b12wk.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
b12wk.wam,Rover,One,,,,,1,,465.00
b12wk.wam,Scouting Drone,One,,,,,1,,465.00
b12wk.wam,Fuel Plant,One,,,,,1,,465.00
b12wk.wam,Crew Rocketship,Two,,,,,1,,465.00
b12wk.wam,Male Engineer,Two,,,,,1,,465.00
b12wk.wam,Male Scientist,Two,,,,,1,,465.00
b12wk.wam,Cargo Rocketship,One,,,,,1,,465.00
b12wk.wam,Solar Panel Array,One,,,,,1,,465.00
b12wk.wam,Female Scientist,Two,,,,1,1,,609.00
53jww.wam,Cargo Rocketship,One,3,2,,,,,16.00
53jww.wam,Female Scientist,Two,,,,1,,,144.00
53jww.wam,Inflatable Laboratory,Two,1,,1,,,,35.00
53jww.wam,Inflatable Sleeping Pod,Two,1,,1,,,,35.00
53jww.wam,Rover,One,5,1,1,,,,45.50
53jww.wam,Scouting Drone,One,2,1,4,1,,,288.50
53jww.wam,Solar Panel Array,One,5,3,1,,1,,523.50
53jww.wam,Male Engineer,Two,,,,,1,,465.00
53jww.wam,Male Scientist,Two,1,,,,,,1.00
53jww.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
53jww.wam,Ice Mining Rig,One,9,2,1,,1,,521.00
53jww.wam,Fuel Plant,One,8,1,1,1,1,,657.50
53jww.wam,Inflatable Greenhouse,Two,1,1,1,,,,41.50
53jww.wam,Female Engineer,Two,1,1,,,,,7.50
53jww.wam,Fission Reactor,One,3,2,1,,,,50.00
53jww.wam,3D Printing Robot,Two,,,1,,,,34.00
wk3vi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
fytxy.wam,Scouting Drone,One,,,,,1,,465.00
fytxy.wam,Fuel Plant,One,,,,,1,,465.00
fytxy.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
pjzx.wam,Male Engineer,Two,,4,1,1,2,,1134.00
pjzx.wam,Inflatable Laboratory,Two,2,4,3,,2,,1060.00
pjzx.wam,Fuel Plant,One,,,,,2,,930.00
pjzx.wam,Inflatable Sleeping Pod,Two,,5,3,1,2,,1208.50
pjzx.wam,3D Printing Robot,Two,2,4,2,,2,,1026.00
pjzx.wam,Male Scientist,Two,1,4,4,1,2,,1237.00
pjzx.wam,Female Scientist,Two,1,4,3,,2,,1059.00
pjzx.wam,Fission Reactor,One,,,,,2,,930.00
pjzx.wam,Crew Rocketship,Two,1,5,2,,2,,1031.50
pjzx.wam,Female Engineer,Two,,5,,2,2,,1250.50
pjzx.wam,Rover,One,,,,,2,,930.00
pjzx.wam,Cargo Rocketship,One,,,,,2,,930.00
pjzx.wam,Solar Panel Array,One,,,,,2,,930.00
pjzx.wam,Inflatable Greenhouse,Two,,,2,,2,,998.00
pjzx.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
pjzx.wam,Scouting Drone,One,,,,,2,,930.00
pjzx.wam,Ice Mining Rig,One,,,,,2,,930.00
vyux4.wam,Ice Mining Rig,One,,,,,1,,465.00
vyux4.wam,3D Printing Robot,Two,,,,1,,,144.00
vyux4.wam,Fission Reactor,One,,,,1,,,144.00
vyux4.wam,Cargo Rocketship,One,,,,1,,,144.00
vyux4.wam,Solar Panel Array,One,,,,1,,,144.00
vyux4.wam,Male Scientist,Two,,,,1,,,144.00
vyux4.wam,Female Scientist,Two,,,,1,,,144.00
vyux4.wam,Inflatable Laboratory,Two,,,,,1,,465.00
