address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
dczew.wam,Megapower Reactor,Three,3,1,1,,,,43.50
dczew.wam,Female Scientist,Two,1,3,1,,,,54.50
dczew.wam,Fuel Generator,Three,,2,2,,,,81.00
dczew.wam,Inflatable Dining Hall,Three,2,1,,,,,8.50
dczew.wam,Female Botanist,Three,1,,2,,,,69.00
dczew.wam,Male Scientist,Two,1,2,,,1,,479.00
dczew.wam,Communication Array,Three,1,,,,,,1.00
dczew.wam,Female Engineer,Two,4,5,1,,,,70.50
dczew.wam,Fuel Plant,One,,,,,1,,465.00
dczew.wam,Solar Panel Array,One,,,,,1,,465.00
dczew.wam,Male Doctor,Three,2,2,2,1,,,227.00
dczew.wam,Rover,One,,,,,1,,465.00
dczew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
dczew.wam,Male Engineer,Two,,5,1,,,,66.50
dczew.wam,3D Printing Robot,Two,2,2,3,,,,117.00
dczew.wam,Buggy,Three,2,3,,,,,21.50
dczew.wam,Inflatable Sleeping Pod,Two,2,2,2,,,,83.00
dczew.wam,Male Botanist,Three,,2,1,,,,47.00
dczew.wam,Scouting Drone,One,,,,,1,,465.00
dczew.wam,Inflatable Social Hub,Three,4,,2,,,,72.00
dczew.wam,Inflatable Laboratory,Two,4,2,1,,,,51.00
dczew.wam,Inflatable Greenhouse,Two,3,2,3,,1,,583.00
dczew.wam,Medical Bay,Three,,1,1,,,,40.50
dczew.wam,Female Doctor,Three,,1,,,,,6.50
dczew.wam,Cargo Rocketship,One,,,,,1,,465.00
dczew.wam,Crew Rocketship,Two,3,4,4,,,,165.00
aefwinenmars,Cargo Rocketship,One,,,1,,,,34.00
aefwinenmars,Inflatable Greenhouse,Two,,,,,1,,465.00
aefwinenmars,ZFT League of Martians,Community Patch,,,,,,,0.00
m22he.wam,Rover,One,,,,,1,,465.00
m22he.wam,Scouting Drone,One,,,,,1,,465.00
m22he.wam,Fuel Plant,One,,,,,1,,465.00
m22he.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
c.rwc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
c.rwc.wam,Inflatable Social Hub,Three,,1,1,,,,40.50
c.rwc.wam,Cargo Rocketship,One,,2,1,1,2,,1121.00
c.rwc.wam,Male Scientist,Two,,,,2,1,,753.00
c.rwc.wam,Ice Mining Rig,One,,,,,1,,465.00
c.rwc.wam,Fuel Generator,Three,,1,,,,,6.50
c.rwc.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
c.rwc.wam,Solar Panel Array,One,,,,,2,,930.00
c.rwc.wam,Male Engineer,Two,,,,,2,,930.00
c.rwc.wam,Female Botanist,Three,3,,,,,,3.00
c.rwc.wam,Inflatable Dining Hall,Three,2,3,,,,,21.50
c.rwc.wam,Inflatable Laboratory,Two,,,,2,1,,753.00
c.rwc.wam,3D Printing Robot,Two,,,,1,1,,609.00
c.rwc.wam,Inflatable Sleeping Pod,Two,,,1,1,1,,643.00
c.rwc.wam,Medical Bay,Three,4,,,1,1,,613.00
c.rwc.wam,Female Doctor,Three,4,3,,,,,23.50
c.rwc.wam,Fission Reactor,One,,1,,,1,,471.50
c.rwc.wam,Communication Array,Three,3,1,,,,,9.50
c.rwc.wam,Fuel Plant,One,,,1,,3,,1429.00
c.rwc.wam,Female Engineer,Two,,,,,2,,930.00
c.rwc.wam,Female Scientist,Two,,,,,1,,465.00
c.rwc.wam,Buggy,Three,2,3,,,1,,486.50
c.rwc.wam,Male Doctor,Three,1,2,,,,,14.00
c.rwc.wam,Scouting Drone,One,,1,,,3,,1401.50
c.rwc.wam,Crew Rocketship,Two,,,,1,1,,609.00
c.rwc.wam,Rover,One,,1,,1,1,,615.50
c.rwc.wam,Male Botanist,Three,3,1,,,,,9.50
c.rwc.wam,Megapower Reactor,Three,3,3,,1,,,166.50
.12j4.wam,Scouting Drone,One,2,1,,,,,8.50
.12j4.wam,Fission Reactor,One,1,1,,1,,,151.50
.12j4.wam,Solar Panel Array,One,1,,1,,,,35.00
.12j4.wam,Ice Mining Rig,One,1,1,1,,,,41.50
.12j4.wam,Rover,One,1,,,1,,,145.00
.12j4.wam,Cargo Rocketship,One,3,,,,,,3.00
.12j4.wam,Fuel Plant,One,,,2,1,,,212.00
arqondesign2,Inflatable Dining Hall,Three,4,10,5,2,,,527.00
arqondesign2,Male Doctor,Three,,7,9,3,1,,1248.50
arqondesign2,Inflatable Sleeping Pod,Two,,,,2,4,,2148.00
arqondesign2,Medical Bay,Three,7,13,9,6,,,1261.50
arqondesign2,Buggy,Three,8,12,8,9,1,,2119.00
arqondesign2,Male Botanist,Three,8,9,11,1,,,584.50
arqondesign2,Female Botanist,Three,6,10,8,4,,,919.00
arqondesign2,Male Scientist,Two,,,,2,5,,2613.00
arqondesign2,Crew Rocketship,Two,,,,3,5,,2757.00
arqondesign2,ZFT League of Martians,Community Patch,,,,,,,0.00
arqondesign2,Communication Array,Three,9,14,12,,,,508.00
arqondesign2,Megapower Reactor,Three,4,12,14,5,,,1278.00
arqondesign2,Female Doctor,Three,10,12,6,4,,,868.00
arqondesign2,Inflatable Social Hub,Three,4,8,8,3,,,760.00
arqondesign2,3D Printing Robot,Two,,,,7,6,,3798.00
arqondesign2,Inflatable Laboratory,Two,,,,6,5,,3189.00
arqondesign2,Fuel Generator,Three,4,8,13,10,,,1938.00
arqondesign2,Male Engineer,Two,,,,6,2,,1794.00
arqondesign2,Female Engineer,Two,,,,5,4,,2580.00
arqondesign2,Female Scientist,Two,,,,,4,,1860.00
arqondesign2,Inflatable Greenhouse,Two,,,,2,,,288.00
jmax.wam,Solar Panel Array,One,,,,4,2,,1506.00
jmax.wam,Cargo Rocketship,One,,,,,2,,930.00
jmax.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
khmek.wam,Buggy,Three,,4,2,2,7,,3637.00
khmek.wam,Cargo Rocketship,One,,,,,3,,1395.00
khmek.wam,Inflatable Dining Hall,Three,,2,1,1,3,,1586.00
khmek.wam,3D Printing Robot,Two,3,,,,8,,3723.00
khmek.wam,Fission Reactor,One,,,1,,2,,964.00
khmek.wam,Medical Bay,Three,,1,,2,7,,3549.50
khmek.wam,Male Doctor,Three,1,2,3,1,4,,2120.00
khmek.wam,Megapower Reactor,Three,1,4,3,1,4,,2133.00
khmek.wam,Fuel Plant,One,,,1,1,1,,643.00
khmek.wam,Inflatable Greenhouse,Two,1,2,,1,6,,2948.00
khmek.wam,Female Engineer,Two,3,4,,2,3,,1712.00
khmek.wam,Male Scientist,Two,3,2,1,2,3,,1733.00
khmek.wam,Martian Gastronomic Consortium,Community Patch,,,,,,,0.00
khmek.wam,Female Scientist,Two,2,,,2,5,,2615.00
khmek.wam,Fuel Generator,Three,3,4,,2,4,,2177.00
khmek.wam,Inflatable Laboratory,Two,,,,3,2,,1362.00
khmek.wam,Scouting Drone,One,,,1,2,2,,1252.00
khmek.wam,Ice Mining Rig,One,,,,,6,,2790.00
khmek.wam,Female Botanist,Three,2,3,,,6,,2811.50
khmek.wam,Male Engineer,Two,3,1,1,2,4,,2191.50
khmek.wam,Female Doctor,Three,,4,,2,4,,2174.00
khmek.wam,Inflatable Social Hub,Three,4,4,2,2,1,,851.00
khmek.wam,Solar Panel Array,One,,,,,3,,1395.00
khmek.wam,Communication Array,Three,5,3,,,6,,2814.50
khmek.wam,Inflatable Sleeping Pod,Two,2,,1,,4,,1896.00
khmek.wam,Male Botanist,Three,2,3,3,1,4,,2127.50
khmek.wam,Crew Rocketship,Two,3,1,2,,7,,3332.50
khmek.wam,Rover,One,,,,,2,,930.00
zy2wo.wam,Inflatable Social Hub,Three,,2,3,1,,,259.00
zy2wo.wam,Female Botanist,Three,3,,2,1,,,215.00
zy2wo.wam,Female Doctor,Three,2,,1,2,,,324.00
zy2wo.wam,Female Scientist,Two,,,,,1,,465.00
zy2wo.wam,Male Doctor,Three,5,4,,1,2,,1105.00
zy2wo.wam,Medical Bay,Three,4,2,2,,,,85.00
zy2wo.wam,Buggy,Three,3,1,1,1,,,187.50
zy2wo.wam,3D Printing Robot,Two,,,,,2,,930.00
