address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
dczew.wam,Fuel Plant,One,,,,,1,,465.00
dczew.wam,Rover,One,,,,,1,,465.00
dczew.wam,Cargo Rocketship,One,,,,,1,,465.00
dczew.wam,Solar Panel Array,One,,,,,1,,465.00
dczew.wam,Scouting Drone,One,,,,,1,,465.00
aefwinenmars,Cargo Rocketship,One,,,1,,,,34.00
c.rwc.wam,Scouting Drone,One,,1,,,3,,1401.50
c.rwc.wam,Fuel Plant,One,,,1,,3,,1429.00
c.rwc.wam,Cargo Rocketship,One,,2,1,1,2,,1121.00
c.rwc.wam,Solar Panel Array,One,,,,,2,,930.00
c.rwc.wam,Rover,One,,1,,1,1,,615.50
c.rwc.wam,Fission Reactor,One,,1,,,1,,471.50
c.rwc.wam,Ice Mining Rig,One,,,,,1,,465.00
.12j4.wam,Rover,One,1,,,1,,,145.00
.12j4.wam,Fission Reactor,One,1,1,,1,,,151.50
.12j4.wam,Solar Panel Array,One,1,,1,,,,35.00
.12j4.wam,Ice Mining Rig,One,1,1,1,,,,41.50
.12j4.wam,Cargo Rocketship,One,3,,,,,,3.00
.12j4.wam,Fuel Plant,One,,,2,1,,,212.00
.12j4.wam,Scouting Drone,One,2,1,,,,,8.50
jmax.wam,Solar Panel Array,One,,,,4,2,,1506.00
jmax.wam,Cargo Rocketship,One,,,,,2,,930.00
khmek.wam,Cargo Rocketship,One,1,1,1,,6,,2831.50
khmek.wam,Fuel Plant,One,,,,1,6,,2934.00
khmek.wam,Scouting Drone,One,,2,1,,6,,2837.00
khmek.wam,Solar Panel Array,One,,,2,,6,,2858.00
khmek.wam,Fission Reactor,One,,,3,,4,,1962.00
khmek.wam,Rover,One,,,1,2,3,,1717.00
khmek.wam,Ice Mining Rig,One,1,3,2,1,9,,4417.50
zy2wo.wam,Solar Panel Array,One,,,,1,,,144.00
zy2wo.wam,Fuel Plant,One,,,,1,2,,1074.00
zy2wo.wam,Cargo Rocketship,One,,,,1,1,,609.00
hmxge.wam,Cargo Rocketship,One,,,,,1,,465.00
hmxge.wam,Fuel Plant,One,,,,,1,,465.00
z3mic.wam,Fission Reactor,One,4,2,,1,,,161.00
z3mic.wam,Ice Mining Rig,One,4,,,,,,4.00
z3mic.wam,Rover,One,1,3,,,,,20.50
z3mic.wam,Solar Panel Array,One,,3,,,,,19.50
z3mic.wam,Scouting Drone,One,3,,1,,,,37.00
z3mic.wam,Fuel Plant,One,3,,1,,1,,502.00
z3mic.wam,Cargo Rocketship,One,,4,,,1,,491.00
entvs.wam,Fuel Plant,One,4,1,1,,2,,974.50
entvs.wam,Solar Panel Array,One,,4,1,,2,,990.00
entvs.wam,Fission Reactor,One,4,1,,,1,,475.50
entvs.wam,Scouting Drone,One,3,1,,,1,,474.50
